Gene Symbol,Pearson,Spearman
SOX4,0.765616617,0.755270824
SORBS2,0.765594153,0.8292698
NAA11,0.765495292,0.485479014
PVRL3,0.765469873,0.789327894
UPP1,0.765313151,0.815222883
RIN1,0.765204392,0.792810261
GNAI1,0.765189993,0.781890646
ATP8B1,0.765160941,0.812572584
CD47,0.765158412,0.693858818
SIT1,0.765112443,0.474328796
ANGPTL2,0.765030942,0.695383887
COL4A1,0.764948638,0.808539328
MARCKSL1,0.764591311,0.792019025
ELK3,0.76454757,0.694615385
RMDN2,0.764541337,0.629049012
SLC2A3,0.764415218,0.791546446
RBM20,0.764274133,0.748256213
TAOK3,0.764085349,0.77655386
SLC8A1,0.763960497,0.843610728
CPS1,0.763951167,0.753094091
DNM1,0.763857658,0.807632474
GLS2,0.763813269,0.797913737
COL6A2,0.763811267,0.757947958
SGK223,0.763796288,0.765049575
CYP4F11,0.763794308,0.761881097
RASAL2,0.763775078,0.736943909
TOM1L1,0.76375795,0.654041019
ALDH1L2,0.763720551,0.786822115
ESRP2,0.76365318,0.794395552
NFIX,0.763643631,0.807541129
UBASH3B,0.763398848,0.813087699
NNT,0.76337761,0.701490352
SEMA4B,0.763345874,0.763902786
SNCA,0.763184747,0.774419616
FKBP7,0.763117557,0.774469435
ABCA8,0.76297281,0.535569542
CDH16,0.762871743,0.399297985
NES,0.76284642,0.720572829
TNFAIP2,0.762727591,0.834400299
MFSD12,0.76271835,0.609493183
NAV1,0.76245915,0.796857383
MME,0.762392925,0.762974312
NCKAP1L,0.762380872,0.45893315
CAPN5,0.762248159,0.779679927
CTSB,0.762044198,0.769036535
TSPAN18,0.761980342,0.68627451
FBP1,0.761854722,0.711246275
S100A4,0.761743857,0.747675525
PVR,0.761627676,0.683283945
PLA2G3,0.761368294,0.543937816
CRAT,0.761234848,0.72131354
CDC42EP1,0.761158431,0.755735224
TNS3,0.760980788,0.777895694
EPN1,0.760970898,0.725490196
SERPINB9,0.760963687,0.779303562
TFCP2,0.760953128,0.728240553
PAWR,0.760802527,0.610203343
FAM114A1,0.760685632,0.780049208
DEPTOR,0.760551239,0.752709189
ELMO3,0.760536916,0.75986725
SLC2A1,0.760442359,0.755193555
ST6GAL1,0.760384924,0.785174401
RGS18,0.760363733,0.477668208
CCDC34,0.760228392,0.416666667
JAM3,0.760191784,0.725093285
SWAP70,0.760132167,0.723773256
STAMBPL1,0.760084308,0.793100193
LYPLAL1,0.759950587,0.619737884
DPY19L1,0.759727245,0.754866674
RAB38,0.759621915,0.816902197
STX3,0.759592185,0.758467878
PLOD2,0.759587697,0.843463671
AFAP1L2,0.759574408,0.805410812
SH3D19,0.759478162,0.650878067
EPPK1,0.759470224,0.789858931
LYST,0.759407242,0.687009633
CEACAM1,0.759168651,0.769488278
REPS2,0.759130959,0.807012664
SCRN1,0.75907779,0.756931595
IGFBP3,0.759056682,0.799309081
HLA-DOB,0.759002853,0.584273504
CTSH,0.758980816,0.787407205
MB21D1,0.758908166,0.784376849
ABLIM3,0.758906595,0.821835295
PTPLA,0.758756907,0.814397047
LAIR1,0.758746184,0.456772707
MLLT4,0.758645918,0.790477444
PLCB4,0.758586438,0.825236269
PLA2G16,0.758550615,0.789805066
TLCD1,0.758475772,0.742322097
KDM4C,0.758318657,0.743421053
HPSE,0.758256296,0.79642562
VWA2,0.758098892,0.633480815
MYO1B,0.757974881,0.795444109
STRBP,0.757833997,0.73518613
CD200,0.757707752,0.672884544
DNAJB4,0.757690765,0.742318764
SLC35F2,0.75768834,0.683602973
LTBR,0.757675608,0.660774923
ARMC9,0.757658733,0.739556707
TMEM106A,0.757656626,0.737145035
NOTCH3,0.757614671,0.781962066
C2orf43,0.757467997,0.663225994
PROS1,0.757354155,0.815343202
MEP1B,0.757267272,0.232198142
STEAP1,0.75710959,0.818200366
TSPYL5,0.757078026,0.710388381
PTPRE,0.757016844,0.803602897
MUC5AC,0.75695148,0.499423258
TACC1,0.756923324,0.682575193
CAT,0.75682251,0.724594101
ALDH3A1,0.756790208,0.573387724
SHROOM3,0.756728225,0.842035765
SOX17,0.756678813,0.395336838
MSRA,0.756645788,0.719478917
JPH1,0.756612391,0.813830957
PSG1,0.756575673,0.470768488
PLP2,0.756550912,0.732182637
LEPRE1,0.756535679,0.780155897
GDAP1,0.756393345,0.768605785
GPR56,0.756389375,0.811719075
SEC14L2,0.756363456,0.753473102
ROBO2,0.756345385,0.722332477
INF2,0.75625076,0.737948052
ZNF697,0.756176666,0.725885226
TMEM44,0.756133122,0.666666667
PCDHB6,0.756015751,0.842814626
TEAD1,0.756014624,0.637318158
ALDH5A1,0.755967427,0.755558976
ICAM2,0.755865528,0.818927071
KIAA1211,0.755810594,0.824087012
CD36,0.755660985,0.589824117
PDLIM5,0.755632315,0.732764248
PLIN2,0.755501304,0.748896101
ARL4C,0.75539856,0.787659009
RBP1,0.755315753,0.671802024
RPL22L1,0.75530254,0.67942394
PDZRN3,0.755252987,0.71703768
LNX1,0.755241633,0.758690544
ACOT2,0.755157393,0.736035409
GJB2,0.755149273,0.835507657
UAP1,0.755137632,0.672197952
COL17A1,0.755127845,0.607893296
ST3GAL4,0.7549548,0.753949622
PROM1,0.754920997,0.596454905
GLT8D2,0.754795873,0.696364047
SH3BGRL2,0.75471466,0.861416187
STXBP1,0.754577896,0.757473498
PRNP,0.754472634,0.800326881
EIF1AY,0.75442706,0.718248776
SOGA2,0.754319302,0.779269113
FLI1,0.754281796,0.729277031
SORT1,0.754263791,0.789523355
SULF2,0.754260819,0.766287612
GPC1,0.754212201,0.785126323
CENPV,0.754160231,0.816857011
PSTPIP2,0.754125818,0.786553931
WLS,0.754047855,0.762935773
SYCP1,0.754036352,0.080587065
TMEM2,0.754030577,0.770510437
TSTD1,0.753896991,0.805739336
RASAL3,0.753771821,0.418045374
TMEM54,0.753692651,0.760645979
GALM,0.753581462,0.778848608
SDC4,0.753573643,0.784795917
ARHGEF17,0.753520422,0.761714728
GBP2,0.753414557,0.795399983
PALD1,0.753395572,0.793991721
ACSS1,0.753310403,0.789923454
LRRC16A,0.75322878,0.747773989
ICA1,0.753195309,0.822143207
TSPAN6,0.753194074,0.668606255
COTL1,0.753163675,0.743652138
IVD,0.7531563,0.653915406
CYR61,0.753147451,0.798014509
GNA15,0.75308897,0.769382827
PYCARD,0.75299901,0.841298681
DCAF4L2,0.752965069,0.5
CPOX,0.752961803,0.689713468
PDIA5,0.752901508,0.7334448
SNX9,0.752899552,0.767750395
MICALL2,0.752771819,0.791071752
ERO1L,0.752694339,0.75440326
COL7A1,0.752508872,0.699210075
CYP2S1,0.752481554,0.827050292
RAB23,0.752251346,0.719181545
ABCB1,0.752250503,0.637751283
MFGE8,0.752248282,0.764833845
DFNA5,0.752233408,0.817891511
PRAME,0.752025513,0.798426234
ABHD17C,0.751957193,0.800157577
FBXO6,0.751938171,0.740730064
TLE3,0.751821427,0.700263432
FOLR1,0.751741612,0.776993455
PIP4K2C,0.751739687,0.681728028
SCD5,0.751582179,0.802749956
RAVER2,0.751537991,0.671003487
PPP3CA,0.751433212,0.716410559
FST,0.751367724,0.733459626
B3GNT7,0.751328493,0.737254902
EML1,0.75116698,0.829830561
C10orf71,0.751122247,0.383935941
NHSL1,0.751083086,0.740003572
TESC,0.751066495,0.803894892
HABP4,0.751051564,0.749214052
SPP1,0.75083992,0.707727842
TNC,0.750835702,0.771764924
CEP170,0.750660433,0.758353093
CEP41,0.750653059,0.730590524
PSIP1,0.750551838,0.742355424
BHLHE22,0.750347635,0.468584365
CTGF,0.750327488,0.787452248
CPNE2,0.750306441,0.772805655
CALB2,0.750291645,0.748298909
NFIC,0.750224116,0.717327283
CCDC88A,0.750182254,0.797935785
NEIL2,0.750061589,0.750508406
PPM1H,0.750047385,0.804771287
CRABP2,0.749884572,0.704270604
PTK2B,0.749879297,0.719571261
UBTD1,0.749857187,0.75807512
EFEMP1,0.749767764,0.752246213
BDH1,0.749661801,0.799495226
ACTN4,0.749641722,0.733538094
ARHGAP15,0.74915615,0.449501161
SUSD2,0.749093926,0.712396372
DPF3,0.749089134,0.770102896
NR2F2,0.74905717,0.75084653
GOLGA8O,0.749005425,0.502445302
HMHA1,0.748888062,0.728425025
ANK2,0.748809869,0.801885006
AGMAT,0.748772954,0.801480877
NKD2,0.748588323,0.797781939
KCNK6,0.748541288,0.870750988
CASP1,0.748526475,0.8118199
ACSL1,0.74851264,0.734964292
HGD,0.748509782,0.567706266
S100P,0.74848338,0.704931961
TYMP,0.748335425,0.765858982
PNPLA4,0.748334144,0.709710122
GLRX,0.748313019,0.750755633
TNFRSF1B,0.748292359,0.766666667
E2F5,0.748230179,0.704359254
FAM101B,0.748221647,0.783380168
ALX4,0.748181548,0.593307593
GLDC,0.748180604,0.735238534
DENND2D,0.748099944,0.812610461
APOL2,0.748090961,0.791933016
CFH,0.748053785,0.757343406
NOTUM,0.748013377,0.505297703
PLA2G4A,0.747929109,0.825450479
PERP,0.747898689,0.739903732
CYP24A1,0.747455268,0.642157726
PSMB10,0.747429533,0.758911446
CDC42EP4,0.747383143,0.702648418
CLDN2,0.747375579,0.594221568
TPM2,0.747319661,0.772699201
PACSIN1,0.747287054,0.714570484
GRAMD3,0.747231117,0.835648872
NPY,0.747147388,0.695015091
GBP1,0.747084334,0.797013784
FIBCD1,0.74699815,0.725490196
FAM3C,0.746978785,0.724005903
ATP6V1B2,0.746962035,0.71335536
PARVA,0.746882941,0.783747829
PLEKHO2,0.746864124,0.727528623
DNAJA4,0.746859666,0.787459322
HOXB7,0.746852247,0.714130209
INADL,0.74681165,0.810587328
KIAA1671,0.746764638,0.706371479
NID1,0.746741533,0.762477763
CORO1B,0.746652308,0.690215422
CARKD,0.74657818,0.659517504
RTN4,0.746524038,0.732493863
GCA,0.746496171,0.73301593
GPR126,0.746458633,0.803005114
AMOTL2,0.746448034,0.705968459
BST2,0.746439156,0.774934495
ACP6,0.746401946,0.722139085
BCAS1,0.746319448,0.617775598
CRYAB,0.746315532,0.631596928
ITGB5,0.746313239,0.733117684
NGFR,0.746304594,0.698884185
CTSL,0.746224415,0.816119397
SLC27A2,0.745980253,0.82189117
SPTBN1,0.745968609,0.644938513
ADA,0.745756992,0.738991909
ELFN1,0.745732499,0.730921784
PARD6A,0.745713837,0.781110029
GAB2,0.745589562,0.768710415
SELL,0.745468353,0.519729263
CYB5R1,0.745372835,0.745753953
EPB41L3,0.745335796,0.614843037
RAB37,0.745290393,0.442577031
CORO2A,0.745225168,0.783343164
ARHGAP4,0.745220656,0.70030835
SYT1,0.745190389,0.782701911
B4GALNT3,0.74518586,0.814006195
ACTN1,0.745160264,0.759832327
STOM,0.745158003,0.823532854
MICAL1,0.745105214,0.725010343
KCNJ15,0.744995429,0.619047619
TGFBI,0.744985597,0.767760513
BCL2L1,0.744956579,0.743153558
NAB2,0.744838686,0.726064479
OLFM3,0.74476707,0.513771015
SMOC1,0.744683973,0.711905236
FUT8,0.744611785,0.720430891
PCDH7,0.744530898,0.7928183
SDC3,0.744458255,0.738933624
CYB5A,0.744405007,0.75982159
PAX6,0.744294484,0.816779572
KCNK1,0.744279495,0.77508618
SOX13,0.74423657,0.70933945
AMOTL1,0.744208568,0.781419007
CRISPLD1,0.744203426,0.799793602
S100A11,0.74419862,0.668754303
MECOM,0.744117883,0.794055525
MBOAT7,0.743847438,0.703525663
FABP5,0.743831047,0.774553799
BCAT1,0.743811258,0.78187945
INPP4B,0.743733746,0.82415036
FBN1,0.743692864,0.734077177
TNFRSF19,0.743499981,0.769915375
NFATC2,0.743450774,0.774096504
SLC1A4,0.74340819,0.727855157
TNNI1,0.743358183,0.835073473
FAM83B,0.743345595,0.809017813
RAB13,0.743307789,0.752219665
ENDOD1,0.743306708,0.760435168
PARVG,0.743271505,0.430180421
PML,0.743240433,0.748060686
CD99,0.743236385,0.755981031
OBSL1,0.743168742,0.72720398
ANK3,0.74314824,0.787954984
TTC28,0.743102333,0.780828806
ERVMER34-1,0.743008231,0.721001221
VCAN,0.742967124,0.683009136
NPTX2,0.742938004,0.682077224
ACSM3,0.742811233,0.734564772
ARHGAP12,0.742703422,0.703791915
WIPF1,0.742609736,0.78699337
PCDH10,0.742596419,0.646903821
TGIF2,0.742459713,0.729088199
KIAA1462,0.742312622,0.788292127
ITGB6,0.742301456,0.71970042
CEL,0.742262107,0.548519949
SETMAR,0.742220975,0.679841399
ARMCX3,0.742209303,0.659232687
FMOD,0.742177028,0.688338493
CD48,0.742137066,0.477730227
PPFIA1,0.742092526,0.619101747
ABLIM1,0.742069598,0.767864604
CLCA2,0.741990962,0.408258431
SNX24,0.7419692,0.665361717
ATL1,0.741916789,0.792915774
GOLM1,0.741881542,0.623022675
FAT1,0.741781332,0.772507209
ASL,0.741757932,0.736000395
UACA,0.741599094,0.66233888
DCXR,0.741535707,0.725645009
HLA-DPA1,0.741478827,0.563480305
GP2,0.741416872,0.402417752
SNX18,0.741378283,0.766935895
EVPL,0.741364515,0.791119926
IPCEF1,0.741360844,0.524369748
SPRY1,0.741359402,0.7572348
SPTLC3,0.741356661,0.80411985
C6orf132,0.741198655,0.802809861
PTGR1,0.741044786,0.786952251
PM20D2,0.740937037,0.778725704
B3GALTL,0.740934557,0.762311385
SLC43A3,0.740931438,0.806333865
FAAH,0.740872679,0.827229455
TRIM38,0.740847913,0.715556965
YES1,0.740737441,0.695638922
DDR2,0.740703299,0.654209899
NEDD4,0.740655986,0.713142688
SLITRK6,0.740613603,0.736081884
MBOAT1,0.74059818,0.766176978
CES3,0.740596395,0.742216579
CLYBL,0.740532352,0.749859354
MAGED4,0.74052408,0.798297583
LY6H,0.740358377,0.708092679
FOXA1,0.740276673,0.78872281
EVA1C,0.740258991,0.833333333
EPHA2,0.740207733,0.792540484
ARHGAP17,0.740137078,0.686690699
TNFSF15,0.740116757,0.852258852
TP63,0.740090454,0.512251252
TIMP3,0.74006728,0.715259417
SLCO2A1,0.739991039,0.78249808
CMTM3,0.739945303,0.786198687
ENPP1,0.739898833,0.789907873
FRAS1,0.739869313,0.814429669
PENK,0.739793224,0.391344273
TRIM29,0.739792515,0.569785379
TP53I11,0.739789465,0.827366934
VGF,0.739684409,0.622959754
POF1B,0.7394,0.675362649
ARHGAP19,0.739377577,0.716732543
KLF13,0.739340881,0.756198104
TGFB1I1,0.739324538,0.816808334
CLGN,0.73924334,0.787188188
IGFBP4,0.739192693,0.805034477
ENG,0.739157257,0.848082678
CPA4,0.738997704,0.744395723
HOMER2,0.738996572,0.806022755
SPECC1,0.738971566,0.790664032
IAH1,0.738870389,0.632227515
RBFOX2,0.738726366,0.603627417
OSBPL3,0.738646245,0.800200453
NFE2,0.738611164,0.541784852
ZNF669,0.738559814,0.690345314
GPD1L,0.738544538,0.733796591
KRCC1,0.738457283,0.555109287
APOL6,0.738419261,0.760492497
C1orf172,0.738412884,0.790676125
HOXB13,0.738392873,0.784362713
B3GALT5,0.738364059,0.762468126
HLA-A,0.738327961,0.747095552
EREG,0.738273582,0.708195008
ARHGAP27,0.738269997,0.781220225
NUDT10,0.738268265,0.780520333
NCF4,0.738212032,0.490645733
ELOVL4,0.738188789,0.74049613
PDIA4,0.738114062,0.727134186
PCOLCE,0.738071443,0.578243352
UGT8,0.738004785,0.813371944
LAMC1,0.737843319,0.767268886
SCPEP1,0.7378028,0.719435678
PRKCD,0.737716581,0.746364241
APOA1BP,0.737636918,0.712610654
TLR3,0.737609086,0.797068077
CNKSR1,0.737422257,0.769634082
ARRDC1,0.737298491,0.749594058
CD276,0.737243406,0.70330923
LANCL2,0.737223172,0.62051361
MSRB3,0.737141705,0.809317719
NAP1L5,0.737122062,0.731899409
FMNL2,0.737100355,0.70874636
ITM2A,0.73706518,0.412709591
PROSC,0.736967074,0.733807636
IL6ST,0.736887633,0.758485866
PHLDA1,0.736882415,0.720594333
HS3ST1,0.736834645,0.792717087
MAGI1,0.736828058,0.831730731
LAMB3,0.73682443,0.797623932
LGALS8,0.736651876,0.688575377
SCEL,0.736566419,0.725463802
PTPN6,0.736501243,0.775499428
IQCE,0.736455987,0.704517705
SEZ6L2,0.736382,0.739634031
MUC16,0.736372027,0.743846154
COL5A1,0.736199234,0.680630919
PELI1,0.736153543,0.72280543
CAMK4,0.735999524,0.75644203
LMO2,0.735826748,0.438949939
PAX5,0.735790999,0.505113303
SHROOM2,0.735765908,0.791313553
IFIT3,0.735721885,0.785284241
DYNLT3,0.735690164,0.674816274
RBPMS,0.735683269,0.788762918
CNDP2,0.735636258,0.711206781
WASF3,0.735593042,0.788846288
ZNF703,0.735506999,0.742297588
ZNF516,0.735495048,0.725660146
FNBP1L,0.735425621,0.714968616
GDPD3,0.735407387,0.661810101
FRMD5,0.735406657,0.76328789
CEBPA,0.735255442,0.686046742
GALNT10,0.73518119,0.751998455
ZCCHC24,0.735134853,0.775526865
DKK4,0.735090409,0.288176989
CNN3,0.735054361,0.77654352
NFATC1,0.735034001,0.767096334
NCKAP1,0.735013348,0.39541591
CORO1C,0.73497975,0.747545102
SYNGR3,0.7349596,0.783949646
ADAMTS1,0.734927457,0.794703169
CALCA,0.734927057,0.292889593
TRIM22,0.734895933,0.746822239
ABCC4,0.734856297,0.755957766
ST3GAL6,0.734843738,0.756684423
QPCT,0.73481804,0.769063514
IL22,0.734762942,0.032590002
ABAT,0.734699144,0.763393344
STARD10,0.73462726,0.681121196
PLA1A,0.734602659,0.192470304
TOR4A,0.734511743,0.771033445
EEPD1,0.734430134,0.704909312
KHK,0.73426003,0.735092245
NELL2,0.734249246,0.654201607
CELF2,0.734221528,0.665224881
SHB,0.734192295,0.685045136
EYA4,0.734146681,0.746318437
GMCL1,0.734037161,0.683333333
DKK1,0.734009058,0.783669972
MICAL2,0.733986399,0.776888216
CBR1,0.733985509,0.681215499
MNDA,0.733973604,0.182135801
PDCD1LG2,0.733930461,0.802116926
DLG3,0.73388358,0.771777946
SYTL3,0.7338574,0.725128205
NEDD4L,0.733832329,0.744405069
CD84,0.733805765,0.47171456
RAB6B,0.733766809,0.851675897
S100A6,0.733743365,0.782642637
STC2,0.733724268,0.761015479
AFAP1,0.73368597,0.840780473
HOMER1,0.733658498,0.672656902
GPC4,0.733603971,0.787320436
PPFIA3,0.733515059,0.745997979
VTCN1,0.733493404,0.650909023
ALDOC,0.733427768,0.754972893
HLA-DMA,0.733404891,0.728729673
TJP3,0.733379325,0.765740538
DTD1,0.733362445,0.647010483
LRP1,0.733288156,0.756651243
CDKN1A,0.733246094,0.761426389
CR2,0.733201997,0.36551373
SLC44A4,0.733189493,0.607788173
CKB,0.732983683,0.740031302
SMAD3,0.732900416,0.714997086
NPC1,0.732854203,0.72425312
USH1C,0.732822478,0.514328396
CASP4,0.732763281,0.728623598
VASN,0.732760302,0.776696116
DTX2,0.732714663,0.696714201
FOXA2,0.732705454,0.724766575
REEP6,0.73269906,0.766903218
SLC25A24,0.732152262,0.770663421
H1F0,0.732011546,0.76698736
KCNN4,0.731941124,0.830657443
FAM129B,0.731743022,0.759341726
SH3BP4,0.731727183,0.744601997
EHBP1L1,0.731713975,0.710337056
DDHD2,0.731691398,0.682016316
RNASE1,0.731633863,0.648593519
TRIM36,0.731617338,0.745619954
ATP11C,0.7315597,0.643191779
GLB1L2,0.731502407,0.796149715
HCN4,0.731474338,0.59414746
HSPA12A,0.731388599,0.8082829
ALDH3B1,0.731385243,0.786867299
TAP1,0.731341836,0.764184548
RND3,0.731298347,0.767294803
CD22,0.731288009,0.710610734
EIF5A2,0.731250707,0.666645686
TRIO,0.731121588,0.743776922
GLIPR1,0.730984557,0.821702463
INPP1,0.730973433,0.773283874
C16orf62,0.730886794,0.65895586
CBS,0.730807481,0.764738201
GSTM2,0.730660238,0.754762721
CADM2,0.730637542,0.639369371
ENKD1,0.730579574,0.552551865
AASS,0.730293982,0.787711292
KBTBD11,0.730259593,0.785523617
CCDC149,0.730244605,0.639738431
LGALS3BP,0.730235508,0.763493186
SEMA7A,0.730231683,0.755690491
DOCK2,0.730159553,0.491057871
LPXN,0.730156541,0.715965944
TRAF4,0.730128194,0.717630196
FOSL1,0.730116671,0.741356526
SLC20A2,0.730076876,0.724742384
HLA-DRA,0.730068468,0.60966144
CSRP2,0.729877865,0.806070917
CPT1A,0.729862413,0.725057751
GPR64,0.72983968,0.585671461
VLDLR,0.729818456,0.763391064
DMPK,0.729774745,0.533333333
MST1R,0.729743673,0.763157927
TSPAN4,0.729593732,0.739512657
ASMTL,0.729541571,0.764672637
PROSER2,0.729535106,0.798326867
SCG3,0.729524446,0.385531545
STEAP4,0.729297936,0.656339569
SLC46A1,0.729295827,0.774559403
PLEC,0.729192405,0.737589681
TFAP2A,0.729170269,0.803611016
CLIP2,0.729108243,0.780731364
TMEM65,0.729092889,0.715394167
EOGT,0.728990067,0.730908946
UNC13D,0.728908284,0.720343409
NFIB,0.728905144,0.782837451
PLCB3,0.7289046,0.683883893
GYLTL1B,0.728836526,0.783882784
MLIP,0.728825795,0.63834121
GLUL,0.728740427,0.719129241
ABHD12,0.728738538,0.736891034
HMOX1,0.728713361,0.715112112
PHGDH,0.728686925,0.695754071
SOX10,0.728619144,0.31220328
ESM1,0.728601358,0.459358721
ACSF2,0.728543335,0.721271946
CDC42BPA,0.728542825,0.64564703
TCEAL3,0.728504377,0.719138646
ADD3,0.728467027,0.706647366
SLPI,0.728393705,0.699158451
GPX7,0.728317434,0.738262666
ARHGAP32,0.728194836,0.743911819
THEM4,0.72819464,0.773122196
EXD2,0.728188327,0.624848133
VASP,0.728140658,0.719129711
KATNAL1,0.7278144,0.751120077
CDC42BPB,0.727754665,0.571214019
OLFML2A,0.727719295,0.78944962
CUTC,0.727664022,0.730214294
REXO2,0.727624862,0.709914532
CDH7,0.727479167,0.580643635
C1S,0.727395555,0.688233708
SIPA1L1,0.727347598,0.733674393
IL2RB,0.727300811,0.566666667
VCL,0.727285254,0.733937354
ZNF462,0.727099175,0.684091395
TATDN3,0.727040505,0.693000435
CT45A1,0.727036064,0.57134579
LOXL3,0.726977935,0.538859285
ANKRD13A,0.726723213,0.707247783
SAMD9,0.726709273,0.780588527
CD55,0.726527557,0.721343385
HDHD3,0.726514974,0.75273384
SEMA3A,0.726471609,0.797556381
FNBP1,0.726341494,0.710244468
FN3K,0.726336169,0.76107154
GCLC,0.726329022,0.680140857
ACP2,0.726234923,0.69833481
SUSD5,0.726193841,0.74243902
RNASE2,0.726170777,0.408902273
RARRES1,0.726150774,0.661681532
GCHFR,0.726076358,0.816758424
LCP2,0.726070269,0.350591684
CLDN11,0.726032744,0.661468316
FAM65B,0.725996728,0.641834125
NID2,0.725991493,0.603262652
FAM53B,0.725902471,0.693003934
IGFBP6,0.725797326,0.776801763
NCAM2,0.725742039,0.649747619
AKR7A3,0.725722286,0.542976689
SEMA4D,0.725684863,0.740835675
SH3GL2,0.725655248,0.677999004
MUC2,0.725515442,0.289578715
UAP1L1,0.725425371,0.778158186
RUNX3,0.725316341,0.780520023
LXN,0.725310415,0.806991103
DSC2,0.725296962,0.78364443
HSD11B1,0.72518761,0.537667699
LGMN,0.725186003,0.634250606
PNP,0.72517342,0.710987999
DNAJC1,0.725157542,0.664683682
CEACAM6,0.725053753,0.601668221
RPIA,0.725026903,0.702856626
FXYD6,0.725009652,0.649730563
FAM115C,0.724993661,0.740834129
EFHD1,0.724960949,0.749427874
SETD9,0.724955583,0.642134483
SRGAP2,0.724901524,0.699762888
CA13,0.724802265,0.742608881
FAM107B,0.72477364,0.755997716
ARHGEF12,0.724683341,0.587509664
DNAJC12,0.724648408,0.725970501
FBXO2,0.724548859,0.7619782
PTRF,0.724480241,0.748315893
GFI1B,0.724450392,0.193873438
KIF13B,0.724410365,0.737131201
DST,0.724366629,0.771544425
AMPD3,0.724331222,0.773719521
